Handle,Title,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Back type (product.metafields.shopify.back-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Mount/Stand features (product.metafields.shopify.mount-stand-features),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blue-melamine-sweet-bowls-set-of-6-pieces,Blue Sweet Bowls,Bowls,,TRUE,Serving Size,Pack Of 6,SB#4048,0,shopify,0,deny,manual,1320,,TRUE,TRUE,,,,,SB#4048,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-355041379-1.png?v=1730542090,1,Blue Sweet Bowls - Patex Studios,FALSE,,,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
blue-melamine-sweet-bowls-set-of-6-pieces,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/wefwe-1.jpg?v=1730542090,2,Blue Sweet Bowls - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-melamine-dessert-bowl-set-of-6,Red Sweet Bowls,Bowls,,TRUE,Serving Size,Pack Of 6,SB#4032,0,shopify,14,deny,manual,1320,,TRUE,TRUE,,,,,SB#4032,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-355041378-1.png?v=1730542077,1,Red Sweet Bowls - Patex Studios,FALSE,,,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
vibrant-bouquet-2,Vibrant Bouquet Rice Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,R4#5009,0,shopify,10,deny,manual,2099,0,TRUE,TRUE,,,,,R4#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-12-min.png?v=1739952397,1,Vibrant Bouquet - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,vibrant-bouquet,,,,,kg,,,active
vibrant-bouquet-2,,,,,,Pack Of 6,R6#5009,0,shopify,24,deny,manual,2730,0,TRUE,TRUE,,,,,R6#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Vibrant-Bouquet-1.webp?v=1739952397,2,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vibrant-bouquet-2,,,,,,Pack Of 8,R8#5009,0,shopify,14,deny,manual,3360,0,TRUE,TRUE,,,,,R8#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Vibrant-Bouquet-2-1.webp?v=1739952397,3,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vibrant-bouquet-2,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_ef0919b1-4f8e-4f47-a5a1-92c4e3c56ae3.webp?v=1739952397,4,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vibrant-bouquet,Vibrant Bouquet Deep Plate,Serving Platters,,TRUE,Select Your Serving Size,Pack Of 4,D4#5009,0,shopify,13,deny,manual,1580,0,TRUE,TRUE,,,,,D#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-12-min-1.png?v=1739957499,1,Vibrant Bouquet - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,vibrant-bouquet-2,,,,,kg,,,active
vibrant-bouquet,,,,,,Pack Of 6,D6#5009,0,shopify,31,deny,manual,1890,0,TRUE,TRUE,,,,,D#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Vibrant-Bouquet.webp?v=1739957499,2,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vibrant-bouquet,,,,,,Pack Of 8,D8#5009,0,shopify,10,deny,manual,2210,0,TRUE,TRUE,,,,,D#5009,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Vibrant-Bouquet-2.webp?v=1739957499,3,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vibrant-bouquet,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_51b7e4d8-d330-450c-bb47-ec4079299436.webp?v=1739957499,4,Vibrant Bouquet - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-serenity,Sunset Serenity Deep Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,D4#4013,0,shopify,24,deny,manual,1580,0,TRUE,TRUE,,,,,D4#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-19-min-1.png?v=1739957398,1,Sunset Serenity - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,sunset-serenity-2,,,,,kg,,,active
sunset-serenity,,,,,,Pack Of 6,D6#4013,0,shopify,10,deny,manual,1890,0,TRUE,TRUE,,,,,D6#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/e71efd3c18514d8688c143715db76036.webp?v=1739957398,2,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sunset-serenity,,,,,,Pack Of 8,D8#4013,0,shopify,10,deny,manual,2210,0,TRUE,TRUE,,,,,D8#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sunset-Serenity-_2.webp?v=1739957398,3,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sunset-serenity,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_b723270a-dd4f-490f-a867-4abb1db7ac62.webp?v=1739957398,4,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-serenity-2,Sunset Serenity Rice Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,R4#4013,0,shopify,10,deny,manual,2099,0,TRUE,TRUE,,,,,R4#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-19-min.png?v=1739952348,1,Sunset Serenity - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,sunset-serenity,,,,,kg,,,active
sunset-serenity-2,,,,,,Pack Of 6,R6#4013,0,shopify,10,deny,manual,2730,0,TRUE,TRUE,,,,,R6#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sunset-Serenity-3.webp?v=1739952348,2,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sunset-serenity-2,,,,,,Pack Of 8,R8#4013,0,shopify,10,deny,manual,3360,0,TRUE,TRUE,,,,,R8#4013,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sunset-Serenity-1.webp?v=1739952348,3,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sunset-serenity-2,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sunset-Serenity-2.webp?v=1739952348,4,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunset-serenity-2,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_e6c29bdd-cb5d-4476-b2e4-e6f693795fe0.webp?v=1739952348,5,Sunset Serenity - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtle-bloom-2,Subtle Bloom Rice Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,R4#4015,0,shopify,20,deny,manual,2099,0,TRUE,TRUE,,,,,R4#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-15-min.png?v=1739952306,1,Subtle Bloom - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,floral-whisper,,,,,kg,,,active
subtle-bloom-2,,,,,,Pack Of 6,R6#4015,0,shopify,10,deny,manual,2730,0,TRUE,TRUE,,,,,R6#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Subtle-Bloom-2-1.webp?v=1739952306,2,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
subtle-bloom-2,,,,,,Pack Of 8,R8#4015,0,shopify,10,deny,manual,3360,0,TRUE,TRUE,,,,,R8#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Subtle-Bloom-1.webp?v=1739952306,3,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
subtle-bloom-2,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_69ccd2f4-ef62-4285-a18e-b784250bcb5a.webp?v=1739952306,4,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtle-bloom,Subtle Bloom Deep Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,D4#4015,0,shopify,19,deny,manual,1580,0,TRUE,TRUE,,,,,D4#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-15-min-2.png?v=1739957342,1,Subtle Bloom - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,floral-whisper-2,,,,,kg,,,active
subtle-bloom,,,,,,Pack Of 6,D6#4015,0,shopify,18,deny,manual,1890,0,TRUE,TRUE,,,,,D6#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Subtle-Bloom.webp?v=1739957342,2,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
subtle-bloom,,,,,,Pack Of 8,D8#4015,0,shopify,19,deny,manual,2210,0,TRUE,TRUE,,,,,D8#4015,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Subtle-Bloom-2.webp?v=1739957342,3,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
subtle-bloom,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Subtle-Bloom-3.webp?v=1739957342,4,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtle-bloom,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_7c429277-5c2f-4712-8661-d6757a818169.webp?v=1739957342,5,Subtle Bloom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-essence,Floral Essence Deep Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,D4#4014,0,shopify,21,deny,manual,1580,0,TRUE,TRUE,,,,,D4#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-14-min-1.png?v=1739957266,1,Floral Essence - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,floral-essence-2,,,,,kg,,,active
floral-essence,,,,,,Pack Of 6,D6#4014,0,shopify,20,deny,manual,1890,0,TRUE,TRUE,,,,,D6#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Floral-Essence-2.webp?v=1739957266,2,Floral Essence - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
floral-essence,,,,,,Pack Of 8,D8#4014,0,shopify,21,deny,manual,2210,0,TRUE,TRUE,,,,,D8#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Floral-Essence.webp?v=1739957266,3,Floral Essence - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
floral-essence,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_953344c7-1dcd-475d-91c9-aa229449b696.webp?v=1739957266,4,Floral Essence - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floral-essence-2,Floral Essence Rice Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,R4#4014,0,shopify,19,deny,manual,2099,0,TRUE,TRUE,,,,,R4#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-14-min.png?v=1739952261,1,Floral Essence - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,floral-essence,,,,,kg,,,active
floral-essence-2,,,,,,Pack Of 6,R6#4014,0,shopify,19,deny,manual,2730,0,TRUE,TRUE,,,,,R6#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Floral-Essence-1.webp?v=1739952261,2,Floral Essence - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
floral-essence-2,,,,,,Pack Of 8,R8#4014,0,shopify,19,deny,manual,3360,0,TRUE,TRUE,,,,,R8#4014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_ab27625a-fad4-4472-a487-aa6ba0bbf71f.webp?v=1739952261,3,Floral Essence - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders,Sleek Borders Deep Plate,Serving Platters,New Arrivals,TRUE,Select Your Serving Size,Pack Of 4,D4#4012,0,shopify,9,deny,manual,1580,,TRUE,TRUE,,,,,D4#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-Deep.png?v=1748078826,1,,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,sleek-borders-pack-of-6,,,,,kg,,,active
sleek-borders,,,,,,Pack Of 6,D6#4012,0,shopify,12,deny,manual,1890,,TRUE,TRUE,,,,,D6#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders.webp?v=1748078826,2,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders,,,,,,Pack Of 8,D8#4012,0,shopify,15,deny,manual,2210,,TRUE,TRUE,,,,,D8#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-2.webp?v=1748078826,3,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_e66fe6f0-9047-45df-ba4a-37ba5dcec481.webp?v=1748078826,4,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleek-borders-pack-of-6,Sleek Borders Rice Plate,Serving Platters,,TRUE,Select Your Serving Size,Pack Of 4,R4#4012,0,shopify,8,deny,manual,2099,,TRUE,TRUE,,,,,R4#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-Rice_97cf30b9-54fb-4a05-a701-53b2353d7193.png?v=1748078859,1,,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,sleek-borders,,,,,kg,,,active
sleek-borders-pack-of-6,,,,,,Pack Of 6,R6#4012,0,shopify,17,deny,manual,2730,,TRUE,TRUE,,,,,R6#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-1.webp?v=1748078859,2,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders-pack-of-6,,,,,,Pack Of 8,R8#4012,0,shopify,15,deny,manual,3360,,TRUE,TRUE,,,,,R8#4012,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-3.webp?v=1748078859,3,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-borders-pack-of-6,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Sleek-Borders-2-1.webp?v=1748078859,4,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleek-borders-pack-of-6,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_932f2268-6f38-4477-9fa5-01ffa76c1ebc.webp?v=1748078859,5,Sleek Borders - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monochrome-grace-2,Monochrome Grace Rice Plate,Serving Platters,,TRUE,Select Your Serving Size,Pack Of 4,R4#5014,0,shopify,29,deny,manual,2099,,TRUE,TRUE,,,,,R4#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-02_97612318-f9ec-4f7a-8520-2b36285aaab5.png?v=1739952148,1,Monochrome Grace - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,monochrome-grace,,,,,kg,,,active
monochrome-grace-2,,,,,,Pack Of 6,R6#5014,0,shopify,27,deny,manual,2730,,TRUE,TRUE,,,,,R6#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Monochrome-Grace-1.webp?v=1739952148,2,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
monochrome-grace-2,,,,,,Pack Of 8,R8#5014,0,shopify,26,deny,manual,3360,,TRUE,TRUE,,,,,R83#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Monochrome-Grace-2-1.webp?v=1739952148,3,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
monochrome-grace-2,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_e123bda3-282d-4908-85b7-3f15e713e5d2.webp?v=1739952148,4,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monochrome-grace,Monochrome Grace Deep Plate,Serving Platters,,TRUE,Select Your Serving Size,Pack Of 4,D4#5014,0,shopify,30,deny,manual,1580,,TRUE,TRUE,,,,,D4#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/A-02.png?v=1739957176,1,Monochrome Grace - Patex Studios,FALSE,,,3553,,,,,,,,,,,,,,,,,,,,,,monochrome-grace-2,,,,,kg,,,active
monochrome-grace,,,,,,Pack Of 6,D6#5014,0,shopify,28,deny,manual,1890,,TRUE,TRUE,,,,,D6#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Monochrome-Grace.webp?v=1739957176,2,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
monochrome-grace,,,,,,Pack Of 8,D8#5014,0,shopify,27,deny,manual,2210,,TRUE,TRUE,,,,,D8#5014,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Monochrome-Grace-3.webp?v=1739957176,3,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
monochrome-grace,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Monochrome-Grace-2.webp?v=1739957176,4,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monochrome-grace,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_7facaf15-996e-479e-8e2a-2b995a3f7ee9.webp?v=1739957176,5,Monochrome Grace - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure-blossom-2,Azure Blossom Rice Plate,Serving Platters,,TRUE,Finish,Gloss,R4#5010,0,shopify,15,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/10_525f5a65-378b-4e9e-9ae0-2c1deb3308c5.png?v=1739952086,1,Azure Blossom - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,azure-blossom,,,,,kg,,,active
azure-blossom-2,,,,,,Gloss,R6#5010,0,shopify,14,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Copy_of_IMG_0569.jpg?v=1739952086,2,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-2,,,,,,Gloss,R8#5010,0,shopify,15,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/IMG_0554.jpg?v=1753426381,3,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-2,,,,,,Matt,RM4#5025,0,shopify,15,deny,manual,2099,,TRUE,TRUE,,,,,R4#5010,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-35009-scaled_6f4fbd53-a063-43c8-bab6-ca466889f7a9.webp?v=1753426381,4,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-2,,,,,,Matt,RM6#5025,0,shopify,15,deny,manual,2730,,TRUE,TRUE,,,,,R6#5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom-2,,,,,,Matt,RM8#5025,0,shopify,15,deny,manual,3360,,TRUE,TRUE,,,,,R8#5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom,Azure Blossom Deep Plate,Serving Platters,,TRUE,Finish,Gloss,D4#5010,0,shopify,15,deny,manual,1580,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Layer_10.png?v=1739957128,1,Azure Blossom - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,azure-blossom-2,,,,,kg,,,active
azure-blossom,,,,,,Gloss,D6#5010,0,shopify,14,deny,manual,1890,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/IMG_0613.jpg?v=1739957128,2,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom,,,,,,Gloss,D8#5010,0,shopify,15,deny,manual,2210,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_abff807c-1b19-4cc4-8902-837dda7b7e27.jpg?v=1739957128,3,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
azure-blossom,,,,,,Matt,DM4#5025,0,shopify,15,deny,manual,1580,,TRUE,TRUE,,,,,D4#5010,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/IMG_0548.jpg?v=1739957128,4,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_abff807c-1b19-4cc4-8902-837dda7b7e27.jpg?v=1739957128,kg,,,
azure-blossom,,,,,,Matt,DM6#5025,0,shopify,15,deny,manual,1890,,TRUE,TRUE,,,,,D6#5010,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708_a9841c54-3e31-439e-814a-5420b864c063.webp?v=1739957128,5,Azure Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_abff807c-1b19-4cc4-8902-837dda7b7e27.jpg?v=1739957128,kg,,,
azure-blossom,,,,,,Matt,DM8#5025,0,shopify,15,deny,manual,2210,,TRUE,TRUE,,,,,D8#5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/8_abff807c-1b19-4cc4-8902-837dda7b7e27.jpg?v=1739957128,kg,,,
nightfall-blossom-1,Nightfall Blossom Rice Plate,Serving Platters,,TRUE,Finish,Gloss,R4#5016,0,shopify,15,deny,manual,2099,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_0f314f99-0194-491d-9a0b-507dc4c45793.jpg?v=1736583030,1,Nightfall Blossom - Patex Studios,FALSE,,,3802,,,,,,,,,,,,,,,,,,,,,,nightfall-blossom-2,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_0f314f99-0194-491d-9a0b-507dc4c45793.jpg?v=1736583030,kg,,,active
nightfall-blossom-1,,,,,,Gloss,R6#5016,0,shopify,15,deny,manual,2730,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Copy_of_IMG_0568.jpg?v=1736583030,2,Nightfall Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_0f314f99-0194-491d-9a0b-507dc4c45793.jpg?v=1736583030,kg,,,
nightfall-blossom-1,,,,,,Gloss,R8#5016,0,shopify,15,deny,manual,3360,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/15_e1525811-e8af-4e22-839b-aebbb9d96278.jpg?v=1753425625,3,Nightfall Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/14_0f314f99-0194-491d-9a0b-507dc4c45793.jpg?v=1736583030,kg,,,
nightfall-blossom-1,,,,,,Matt,RM4#5032,0,shopify,15,deny,manual,2099,,TRUE,TRUE,,,,,R4#5016,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/IMG_0556_0cb4dd2e-32ed-4dbe-ac51-601aa12ff5a9.jpg?v=1753425625,4,Nightfall Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/15_e1525811-e8af-4e22-839b-aebbb9d96278.jpg?v=1753425625,kg,,,
nightfall-blossom-1,,,,,,Matt,RM6#5032,0,shopify,15,deny,manual,2730,,TRUE,TRUE,,,,,R6#5016,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/Frame-34708-1_9f01f61b-7188-4fa0-b5ff-c6a7610c2183.png?v=1753425625,5,Nightfall Blossom - Patex Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0910/2642/4090/files/15_e1525811-e8af-4e22-839b-aebbb9d96278.jpg?v=1753425625,kg,,,
